time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1773293115.935633,191,96,255,255,255,255,9,0,255,242,202,116,250,255,4,227,92,1,43,243
1773293116.087054,15,242,255,0,0,0,29,6,255,242,184,116,249,255,4,227,166,0,43,243
1773293116.237207,95,131,255,0,0,1,22,19,255,242,171,116,249,255,4,227,36,0,43,243
1773293116.385525,175,20,254,255,255,255,26,25,255,242,169,116,248,255,4,227,14,0,45,243
1773293116.537062,255,165,255,255,255,255,8,29,255,242,169,116,248,255,4,227,14,0,43,243
1773293116.686954,79,55,255,255,255,255,4,27,255,242,169,116,248,255,4,227,14,0,43,243
1773293116.837457,159,200,255,255,255,255,3,0,255,242,169,116,247,255,4,227,14,0,43,243
1773293116.9870012,239,89,255,255,255,255,1,0,255,242,169,116,247,255,4,227,14,0,43,243
1773293117.137084,63,235,255,255,255,255,0,0,255,242,169,116,246,255,4,227,14,0,45,243
1773293117.2855082,143,124,255,255,255,255,19,0,255,242,169,116,246,255,4,227,14,0,43,243
1773293117.437015,223,14,255,255,255,255,5,0,255,242,169,116,245,255,4,227,14,0,43,243
1773293117.5844831,47,159,255,255,255,255,0,0,255,242,169,116,245,255,4,227,14,0,43,243
1773293117.734566,127,48,255,255,255,255,0,0,255,242,169,116,245,255,4,227,14,0,43,243
1773293117.887295,207,193,255,255,255,255,0,0,255,242,169,116,244,255,4,227,14,0,43,243
