time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1773293202.576328,191,163,255,0,15,255,43,77,255,49,113,247,243,254,50,223,134,42,43,243
1773293202.727881,15,52,255,255,255,255,19,102,255,49,100,251,242,254,172,222,134,42,43,243
1773293202.877101,95,198,255,254,255,253,19,112,255,49,92,253,242,254,90,222,134,42,43,243
1773293203.0277572,175,87,255,0,0,0,29,102,255,49,92,253,242,254,90,222,134,42,43,243
1773293203.1777349,255,232,255,255,240,0,10,255,255,49,92,253,241,254,90,222,134,42,43,243
1773293203.326347,79,121,255,255,255,255,5,155,255,49,92,253,241,254,90,222,134,42,43,243
1773293203.476345,159,11,237,211,240,24,220,65,255,49,91,253,239,254,78,222,134,42,41,243
1773293203.627784,239,156,253,250,240,0,254,96,255,50,80,0,230,254,218,221,134,42,41,243
1773293203.776337,63,45,255,255,255,255,212,110,255,50,67,4,229,254,80,221,134,42,41,243
1773293203.927834,143,191,254,255,240,1,146,106,255,50,54,8,229,254,202,220,134,42,41,243
1773293204.0763662,208,81,0,4,15,255,70,97,255,50,54,8,228,254,204,220,134,42,41,243
1773293204.2281432,47,226,255,0,0,0,143,122,255,50,54,8,228,254,204,220,134,42,41,243
1773293204.377859,127,115,255,0,0,0,255,117,255,50,54,8,227,254,204,220,134,42,41,243
1773293204.5279412,207,4,255,0,0,0,255,92,255,50,54,8,227,254,202,220,134,42,41,243
1773293204.677814,31,150,252,247,240,5,255,59,255,50,44,11,222,254,94,220,134,42,43,242
1773293204.827816,111,39,255,255,255,254,255,54,255,50,34,14,222,254,246,219,134,42,41,241
1773293204.977888,191,184,255,255,255,255,111,26,255,50,24,17,221,254,138,219,134,42,41,241
1773293205.126379,15,74,255,0,0,0,26,16,255,50,17,19,222,254,70,219,134,42,41,242
1773293205.278091,95,219,255,255,255,255,47,39,255,50,17,19,221,254,72,219,134,42,41,241
1773293205.427812,175,109,255,255,255,254,71,95,255,50,17,19,221,254,72,219,134,42,41,242
1773293205.578188,255,254,255,255,255,255,40,130,255,50,17,19,220,254,72,219,134,42,41,241
1773293205.727909,79,143,255,255,255,255,101,26,254,50,12,21,219,254,6,219,134,42,41,241
1773293205.8779252,159,33,255,255,255,254,22,21,255,50,0,24,219,254,138,218,134,42,41,242
1773293206.027851,239,178,255,255,255,255,9,25,255,34,245,27,219,254,28,218,134,42,41,241
1773293206.178277,63,77,255,0,0,0,6,54,255,34,236,30,218,254,190,217,134,42,41,241
1773293206.327898,143,213,255,255,255,255,8,43,255,34,236,30,218,254,190,217,134,42,41,242
1773293206.477987,223,102,255,255,255,254,127,217,255,34,236,30,217,254,190,217,134,42,41,241
1773293206.6278558,47,2,255,255,255,255,65,81,255,34,236,30,217,254,190,217,134,42,41,241
1773293206.778222,127,147,255,254,255,255,98,59,255,34,236,30,216,254,187,217,134,42,41,241
1773293206.926402,207,37,255,0,0,1,80,29,255,34,225,34,201,254,74,217,134,42,41,240
1773293207.0764952,31,182,255,0,0,0,76,31,239,34,215,37,200,254,216,216,134,42,41,239
1773293207.2267158,96,71,5,17,15,246,131,58,255,34,202,41,201,254,80,216,134,42,39,240
1773293207.376657,191,216,255,0,0,0,80,54,255,34,198,42,200,254,40,216,134,42,41,240
1773293207.5263412,15,106,255,255,255,255,148,106,255,34,198,42,200,254,42,216,134,42,41,240
1773293207.67823,95,251,255,255,255,255,18,82,255,34,198,42,199,254,42,216,134,42,41,240
1773293207.797077,159,101,255,255,240,0,28,40,255,34,198,42,199,254,42,216,134,42,41,240
1773293207.946614,239,1,255,255,255,255,56,18,255,34,191,44,198,254,226,215,134,42,41,240
1773293208.096429,63,146,255,255,255,255,42,21,255,34,180,48,197,254,105,215,134,42,41,239
1773293208.244939,128,35,2,7,15,250,65,34,255,34,165,53,197,254,204,214,134,42,41,240
1773293208.3963149,223,181,255,255,255,254,15,17,255,34,160,55,193,254,152,214,134,42,41,240
1773293208.5464,47,70,255,255,255,254,75,42,255,34,160,55,195,254,152,214,134,42,39,240
1773293208.6979241,127,215,255,255,255,255,37,76,255,34,160,55,194,254,152,214,134,42,39,240
1773293208.846567,207,104,255,255,255,255,7,31,255,34,160,55,194,254,152,214,134,42,39,240
1773293208.997841,31,250,255,255,240,0,98,19,255,34,160,55,193,254,150,214,134,42,39,240
1773293209.146378,111,139,255,255,255,254,117,10,255,34,153,57,192,254,77,214,134,42,39,240
1773293209.29648,191,29,255,255,255,255,45,9,255,34,143,60,191,254,215,213,134,42,41,240
1773293209.448201,0,174,0,1,15,253,116,11,255,34,129,65,192,254,76,213,134,42,39,240
1773293209.5978959,95,63,255,0,0,0,33,9,255,34,124,67,191,254,24,213,134,42,39,240
1773293209.748001,175,208,255,255,255,255,106,22,255,34,124,67,191,254,24,213,134,42,39,240
1773293209.89811,255,98,255,255,255,255,64,34,255,34,124,67,190,254,24,213,134,42,39,240
1773293210.04645,79,243,255,255,255,254,22,17,255,34,124,67,190,254,24,213,134,42,39,240
1773293210.196137,159,133,255,255,255,255,38,8,255,34,119,68,188,254,222,212,134,42,39,240
1773293210.346383,239,22,255,255,240,0,92,6,255,34,106,73,188,254,82,212,134,42,39,240
1773293210.496372,48,167,10,27,15,239,150,10,255,34,92,77,191,254,186,211,134,42,39,240
1773293210.64638,143,57,255,255,255,255,14,10,255,34,88,79,193,254,148,211,134,42,37,240
1773293210.798193,223,202,255,255,255,255,57,28,255,34,88,79,193,254,148,211,134,42,37,240
1773293210.947998,47,91,255,255,255,255,33,70,255,34,88,79,193,254,148,211,134,42,37,240
1773293211.097885,127,237,254,255,255,255,8,118,255,34,88,79,192,254,148,211,134,42,37,240
1773293211.248588,207,126,255,0,15,255,9,184,255,34,88,79,192,254,148,211,134,42,37,240
1773293211.397901,31,15,255,255,255,254,30,35,255,34,88,79,191,254,144,211,134,42,37,240
1773293211.548023,111,161,255,255,255,255,144,10,255,34,81,81,191,254,70,211,134,42,37,240
1773293211.6982012,191,50,255,255,255,255,11,10,255,34,68,85,190,254,186,210,134,42,37,240
1773293211.847997,15,196,255,255,255,254,3,11,255,34,60,88,190,254,96,210,134,42,39,240
1773293211.997921,95,85,255,254,255,254,1,11,255,34,53,90,189,254,30,210,134,42,37,240
1773293212.148215,175,230,255,254,255,254,5,21,255,34,53,90,189,254,30,210,134,42,37,240
1773293212.297277,255,120,255,255,255,254,13,80,255,34,53,90,188,254,30,210,134,42,37,240
1773293212.4485278,79,9,255,255,255,254,11,158,255,34,53,90,188,254,30,210,134,42,37,240
1773293212.5980191,159,154,253,249,240,1,71,51,255,34,49,92,187,254,236,209,134,42,37,240
1773293212.748074,239,43,255,255,255,255,145,14,255,34,37,96,186,254,112,209,134,42,37,240
1773293212.8979409,63,189,255,255,255,254,9,13,255,34,27,99,186,254,252,208,134,42,37,240
1773293213.0468328,128,78,0,1,15,253,1,13,255,34,19,102,185,254,171,208,134,42,37,240
1773293213.197958,223,224,255,0,0,0,0,14,255,34,16,103,188,254,142,208,134,42,37,240
1773293213.348031,47,113,255,0,0,0,42,33,255,34,16,103,188,254,142,208,134,42,37,240
1773293213.497916,127,2,255,255,255,255,3,59,255,34,16,103,188,254,142,208,134,42,37,240
1773293213.6480582,207,147,255,255,255,255,9,52,255,34,16,103,187,254,142,208,134,42,37,240
1773293213.7979531,31,37,255,255,255,255,107,18,255,34,10,105,186,254,74,208,134,42,37,239
1773293213.948031,111,182,255,255,255,253,220,27,255,18,253,109,186,254,188,207,134,42,37,239
1773293214.098103,191,71,255,255,255,255,140,19,255,18,243,113,186,254,84,207,134,42,37,240
1773293214.248147,0,216,9,24,15,239,63,17,255,18,236,115,187,254,12,207,134,42,37,240
1773293214.3979368,95,106,255,255,255,255,13,10,255,18,235,115,187,254,10,207,134,42,37,240
1773293214.54645,175,251,255,255,255,255,47,35,255,18,236,115,186,254,12,207,134,42,37,240
1773293214.6964638,255,151,255,255,255,255,13,39,255,18,236,115,186,254,12,207,134,42,37,240
1773293214.847998,79,30,255,255,240,0,34,15,255,18,234,116,185,254,246,206,134,42,37,240
1773293214.9979038,159,175,255,255,255,255,58,12,255,18,223,119,185,254,125,206,134,42,37,240
1773293215.147986,239,75,255,255,255,254,18,8,255,18,209,124,184,254,242,205,134,42,37,240
1773293215.298174,63,220,255,255,255,255,7,7,255,18,201,127,184,254,150,205,134,42,37,240
1773293215.4464278,143,109,255,255,255,255,1,5,255,18,199,128,183,254,132,205,134,42,37,239
1773293215.5979462,223,255,255,255,255,255,8,20,255,18,199,128,183,254,132,205,134,42,37,240
1773293215.748041,47,144,255,255,255,255,2,79,255,18,199,128,182,254,132,205,134,42,37,240
1773293215.897952,127,33,255,255,255,254,7,104,255,18,199,128,182,254,132,205,134,42,37,240
1773293216.048074,207,178,251,244,240,4,10,22,255,18,193,130,178,254,68,205,134,42,39,239
1773293216.197907,31,67,254,255,255,255,5,13,255,18,179,135,178,254,169,204,134,42,37,240
1773293216.348064,111,213,255,255,255,255,4,10,255,18,168,138,177,254,57,204,134,42,37,240
1773293216.496473,191,102,255,255,255,253,5,14,255,18,161,141,181,254,236,203,134,42,37,240
1773293216.6463869,0,247,11,31,15,237,7,28,255,18,161,141,183,254,236,203,134,42,37,240
1773293216.796671,95,137,255,255,255,255,19,55,255,18,161,141,183,254,236,203,134,42,37,240
1773293216.948203,175,25,255,255,255,255,43,108,255,18,161,141,182,254,236,203,134,42,37,240
1773293217.09821,255,171,255,255,240,0,60,27,255,18,157,142,180,254,191,203,134,42,37,240
1773293217.24683,79,60,255,255,255,255,13,12,255,18,144,147,180,254,50,203,134,42,37,240
1773293217.39798,144,205,6,18,15,244,4,9,255,18,134,150,180,254,196,202,134,42,37,240
1773293217.54657,224,95,22,56,15,221,1,5,255,18,124,154,196,254,96,202,134,42,37,240
1773293217.6980538,48,240,0,255,255,254,1,4,255,18,124,154,205,254,98,202,134,42,37,240
1773293217.848049,143,129,255,255,255,255,13,0,255,18,124,154,204,254,98,202,134,42,37,240
1773293217.998066,223,19,255,255,255,255,1,0,255,18,124,154,204,254,98,202,134,42,37,240
1773293218.14799,47,164,255,255,255,255,0,0,255,18,124,154,203,254,98,202,134,42,37,240
1773293218.2980568,127,54,255,255,255,255,0,0,255,18,124,154,203,254,98,202,134,42,37,240
1773293218.448073,207,199,255,255,255,255,0,0,255,18,124,154,202,254,98,202,134,42,37,240
